category,neighborhood,district,location_raw,price_per_aana,land_size_aana,calculated_total_price,road_width_feet,road_type,facing,is_wide_road,is_price_suspect,is_large_plot,is_rate_outlier,is_price_outlier
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",6100000.0,,,14.0,Pitched,South-West,False,False,False,False,False
land,Chapali,Kathmandu,"Chapali, Kathmandu",5100000.0,,,13.0,Pitched,South-West,False,False,False,False,False
land,Baluwakhani,Kathmandu,"Baluwakhani, Kathmandu",3800000.0,,,13.0,Paved,East,False,False,False,False,False
land,Baluwakhani,Kathmandu,"Baluwakhani, Kathmandu",3800000.0,,,13.0,Paved,South,False,False,False,False,False
land,Thulobharyang,Kathmandu,"Thulobharyang, Kathmandu",4500000.0,,,14.0,Paved,South,False,False,False,False,False
land,Thimi,Bhaktapur,"Thimi, Bhaktapur",3700000.0,,,12.0,Gravel,South-East,False,False,False,False,False
land,Thimi,Bhaktapur,"Thimi, Bhaktapur",3700000.0,4.1,15169999.999999998,12.0,Gravel,South-East,False,False,False,False,False
land,Thimi,Bhaktapur,"Thimi, Bhaktapur",3700000.0,3.3,12210000.0,12.0,Paved,South-East,False,False,False,False,False
land,Dadhikot,Bhaktapur,"Dadhikot, Bhaktapur",4500000.0,3.2,14400000.0,20.0,Gravel,East,False,False,False,False,False
land,Birendranagar,Chitwan,"Birendranagar, Chitwan",,,,,Pitched,North-West,False,False,False,False,False
land,Rabi Bhawan,Kathmandu,"Rabi Bhawan, Kathmandu",5200000.0,,,10.0,Pitched,West,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",3500000.0,,,13.0,Paved,West,False,False,False,False,False
land,Bagdol,Lalitpur,"Bagdol, Lalitpur",4500000.0,,,13.0,Paved,East,False,False,False,False,False
land,Narayantar,Kathmandu,"Narayantar, Kathmandu",5000000.0,,,20.0,Gravel,North,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",,,37000000.0,22.0,Paved,South,False,False,False,False,False
land,Bouddha,Kathmandu,"Bouddha, Kathmandu",,,,12.0,Pitched,South,False,False,False,False,False
land,Changunarayan,Bhaktapur,"Changunarayan, Bhaktapur",2500000.0,,,20.0,Pitched,South,False,False,False,False,False
land,Bansbari,Kathmandu,"Bansbari, Kathmandu",6200000.0,,,13.0,Pitched,West,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",3000000.0,,,16.0,Paved,South,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",2800000.0,,,16.0,Paved,South,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",,,16500000.0,13.0,Paved,West,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4700000.0,,,13.0,Paved,North-West,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",5000000.0,3.5,17500000.0,22.0,Paved,South,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4500000.0,,,13.0,Pitched,South-West,False,False,False,False,False
land,Deuwa Chowk,Kathmandu,"Deuwa Chowk, Kathmandu",5500000.0,,,13.0,Pitched,South,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",4300000.0,3.3,14190000.0,16.0,Paved,North,False,False,False,False,False
land,Taukhel,Lalitpur,"Taukhel, Lalitpur",2800000.0,,,20.0,Paved,North-East,False,False,False,False,False
land,Taukhel,Lalitpur,"Taukhel, Lalitpur",2700000.0,3.4,9180000.0,16.0,Paved,South,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,,,20.0,Paved,South,False,False,False,False,False
land,Tokha,Kathmandu,"Tokha, Kathmandu",5800000.0,,,14.0,Paved,South,False,False,False,False,False
land,Setipakha,Lalitpur,"Setipakha, Lalitpur",5800000.0,8.3,48140000.00000001,20.0,Gravel,East,False,False,False,False,False
land,Chandragiri,Kathmandu,"Chandragiri, Kathmandu",3350000.0,,,13.0,Pitched,South,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",3450000.0,,,20.0,Pitched,South,False,False,False,False,False
land,Syuchatar,Kathmandu,"Syuchatar, Kathmandu",4600000.0,,,10.0,Gravel,East,False,False,False,False,False
land,Pasikot,Kathmandu,"Pasikot, Kathmandu",4500000.0,5.3,23850000.0,13.0,Gravel,East,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3500000.0,,,20.0,Paved,East,False,False,False,False,False
land,Thankot,Kathmandu,"Thankot, Kathmandu",2800000.0,,,13.0,Paved,South-East,False,False,False,False,False
land,Dhumbarahi,Kathmandu,"Dhumbarahi, Kathmandu",,5.5,,6.0,Pitched,South-West,False,False,False,False,False
land,Sitapaila,Kathmandu,"Sitapaila, Kathmandu",16000000.0,,,13.0,Pitched,South,False,False,False,False,False
land,Purano Naikap,Kathmandu,"Purano Naikap, Kathmandu",4600000.0,3.3,15180000.0,13.0,Paved,South-East,False,False,False,False,False
land,Thankot,Kathmandu,"Thankot, Kathmandu",2800000.0,3.2,8960000.0,13.0,Paved,East,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",5500000.0,5.1,28050000.0,13.0,Paved,North-East,False,False,False,False,False
land,Bhutkhel,Kathmandu,"Bhutkhel , Kathmandu",3800000.0,,,26.0,Gravel,South,False,False,False,False,False
land,Hattigauda,Kathmandu,"Hattigauda, Kathmandu",2800000.0,9.2,25760000.0,10.0,Gravel,South,False,False,False,False,False
land,Pasikot,Kathmandu,"Pasikot, Kathmandu",2200000.0,,,,,,False,False,False,False,False
land,Kirtipur,Kathmandu,"Kirtipur, Kathmandu",2600000.0,,,13.0,Gravel,South-East,False,False,False,False,False
land,Kirtipur,Kathmandu,"Kirtipur, Kathmandu",2600000.0,4.1,10660000.0,13.0,Gravel,South-East,False,False,False,False,False
land,Kirtipur,Kathmandu,"Kirtipur, Kathmandu",2600000.0,,,13.0,Gravel,South-East,False,False,False,False,False
land,Kirtipur,Kathmandu,"Kirtipur, Kathmandu",3000000.0,,,13.0,Gravel,South-East,False,False,False,False,False
land,Kirtipur,Kathmandu,"Kirtipur, Kathmandu",3000000.0,,,13.0,Gravel,South-East,False,False,False,False,False
land,Kirtipur,Kathmandu,"Kirtipur, Kathmandu",2600000.0,,,,,East,False,False,False,False,False
land,Kirtipur,Kathmandu,"Kirtipur, Kathmandu",2300000.0,4.1,9430000.0,13.0,Gravel,North,False,False,False,False,False
land,Kirtipur,Kathmandu,"Kirtipur, Kathmandu",2600000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Tokha,Kathmandu,"Tokha, Kathmandu",3800000.0,,,26.0,Gravel,East,False,False,False,False,False
land,Kapan,Kathmandu,"Kapan, Kathmandu",4500000.0,,,12.0,Gravel,East,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3000000.0,,,12.0,Paved,South,False,False,False,False,False
land,Basundhara,Kathmandu,"Basundhara, Kathmandu",18500000.0,,,33.0,Gravel,West,False,False,False,False,False
land,Chobhar,Kathmandu,"Chobhar, Kathmandu",3500000.0,5.3,18550000.0,20.0,Gravel,North,False,False,False,False,False
land,Balwa,Dhanusa,"Balwa, Dhanusa",938967.1361502348,0.7,657276.9953051644,12.0,Gravel,North,False,False,False,False,False
land,Gyaneshwor,Kathmandu,"Gyaneshwor, Kathmandu",,4.2,,12.0,Paved,South,False,False,False,False,False
land,Jorpati,Kathmandu,"Jorpati, Kathmandu",,,,20.0,Paved,South-West,False,False,False,False,False
land,Jorpati,Kathmandu,"Jorpati, Kathmandu",7632000.0,,,40.0,Pitched,South,False,False,False,False,False
land,Muhanpokhari,Kathmandu,"Muhanpokhari, Kathmandu",3200000.0,,,13.0,Paved,South,False,False,False,False,False
land,Kageshwori,Kathmandu,"Kageshwori, Kathmandu",,,32500000.0,,,West,False,False,False,False,False
land,Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",3500000.0,3.1,10850000.0,13.0,Gravel,West,False,False,False,False,False
land,Jorpati,Kathmandu,"Jorpati, Kathmandu",174900000.0,3.2,559680000.0,18.0,Paved,South,False,False,False,True,True
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",4500000.0,4.2,18900000.0,22.0,Paved,North,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",5500000.0,,,22.0,Paved,East,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",5500000.0,,,20.0,Paved,West,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,,,16.0,Alley,East,False,False,False,False,False
land,Bageshwori,Bhaktapur,"Bageshwori, Bhaktapur",1200000.0,,,20.0,Paved,East,False,False,False,False,False
land,Matatirtha,Kathmandu,"Matatirtha, Kathmandu",,,,13.0,Gravel,South,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4200000.0,5.2,21840000.0,,,East,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4500000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Siddhartha Colony,Kathmandu,"Siddhartha Colony, Kathmandu",5600000.0,,,13.0,Pitched,North,False,False,False,False,False
land,Thankot,Kathmandu,"Thankot, Kathmandu",,,,13.0,Gravel,North,False,False,False,False,False
land,Guheshwori,Kathmandu,"Guheshwori, Kathmandu",,4.1,,,Pitched,East,False,False,False,False,False
land,Ramkot,Kathmandu,"Ramkot, Kathmandu",2300000.0,,,12.0,Gravel,South-West,False,False,False,False,False
land,Bhangal,Kathmandu,"Bhangal , Kathmandu",5000000.0,5.5,27500000.0,13.0,Pitched,North-West,False,False,False,False,False
land,Phutung,Kathmandu,"Phutung, Kathmandu",,,5000000.0,20.0,Pitched,South,False,False,False,False,False
land,Mulpani,Kathmandu,"Mulpani, Kathmandu",4500000.0,9.1,40950000.0,26.0,Pitched,South,False,False,False,False,False
land,Bairikhel,Bhaktapur,"Bairikhel, Bhaktapur",3500000.0,3.2,11200000.0,20.0,Gravel,East,False,False,False,False,False
land,Pikhel,Bhaktapur,"Pikhel, Bhaktapur",2500000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Butwal,Rupandehi,"Butwal, Rupandehi",751173.7089201878,,,60.0,Pitched,,True,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",5200000.0,,,14.0,Pitched,South,False,False,False,False,False
land,Thahity,Kathmandu,"Thahity, Kathmandu",4500000.0,,,12.0,Paved,East,False,False,False,False,False
land,New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",7500000.0,,,12.0,Alley,North,False,False,False,False,False
land,"Unknown, Kathmandu",Kathmandu,"Grande Hospital, Kathmandu",6000000.0,,,20.0,Paved,South,False,False,False,False,False
land,Lazimpat,Kathmandu,"Lazimpat, Kathmandu",9000000.0,11.3,101700000.0,13.0,Pitched,South,False,False,False,False,False
land,Bageshwori,Bhaktapur,"Bageshwori, Bhaktapur",2300000.0,,,6.0,Paved,North,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",3800000.0,3.2,12160000.0,12.0,Paved,South,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",3800000.0,,,12.0,Gravel,North,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",3800000.0,4.2,15960000.0,20.0,Gravel,West,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",5000000.0,,,16.0,Gravel,South,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",3500000.0,4.2,14700000.0,12.0,Gravel,East,False,False,False,False,False
land,Lamatar,Lalitpur,"Lamatar, Lalitpur",2500000.0,,,12.0,Gravel,West,False,False,False,False,False
land,Mid Baneshwor,Kathmandu,"Mid Baneshwor, Kathmandu",10000000.0,6.1,61000000.0,13.0,Pitched,,False,False,False,False,False
land,Nakhudole,Lalitpur,"Nakhudole, Lalitpur",4500000.0,,,16.0,Pitched,,False,False,False,False,False
land,Salyanthan Plotting,Kathmandu,"Salyanthan Plotting, Kathmandu",2800000.0,,,16.0,Paved,West,False,False,False,False,False
land,Tarkeshwor,Kathmandu,"Tarkeshwor, Kathmandu",600000.0,,,20.0,Gravel,East,False,False,False,False,False
land,Bafal,Kathmandu,"Bafal, Kathmandu",5000000.0,,,13.0,Pitched,East,False,False,False,False,False
land,Thimi,Bhaktapur,"Thimi, Bhaktapur",7191780.821917809,7.3,52500000.0,20.0,Pitched,West,False,False,False,False,False
land,Mandikhatar,Kathmandu,"Mandikhatar, Kathmandu",3200000.0,,,13.0,Paved,East,False,False,False,False,False
land,Bhaisepati,Kavrepalanchok,"Bhaisepati, Kavrepalanchok",325000.0,4.2,1365000.0,20.0,Gravel,East,False,False,False,True,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",3450000.0,,,11.0,Gravel,North,False,False,False,False,False
land,Bhaisepati,Kavrepalanchok,"Bhaisepati, Kavrepalanchok",475000.0,,,20.0,Gravel,East,False,False,False,True,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4600000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Godamchaur,Lalitpur,"Godamchaur, Lalitpur",1830000.0,3.1,5673000.0,20.0,Gravel,West,False,False,False,False,False
land,Kalanki,Kathmandu,"Kalanki, Kathmandu",4000000.0,,,13.0,Paved,South,False,False,False,False,False
land,Sinamangal,Kathmandu,"Sinamangal, Kathmandu",8000000.0,5.2,41600000.0,13.0,Paved,West,False,False,False,False,False
land,Syuchatar,Kathmandu,"Syuchatar, Kathmandu",4200000.0,,,12.0,Pitched,,False,False,False,False,False
land,Sanothimi,Bhaktapur,"Sanothimi, Bhaktapur",4900000.0,11.2,54880000.0,26.0,Pitched,,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",2400000.0,,,4.0,Alley,,False,False,False,False,False
land,Narayanthan,Kathmandu,"Narayanthan , Kathmandu",4200000.0,,,12.0,Pitched,East,False,False,False,False,False
land,Mulpani,Kathmandu,"Mulpani, Kathmandu",5000000.0,,,20.0,Pitched,East,False,False,False,False,False
land,Mandikhatar,Kathmandu,"Mandikhatar, Kathmandu",5500000.0,,,13.0,Pitched,East,False,False,False,False,False
land,Rudreshwor,Kathmandu,"Rudreshwor, Kathmandu",5500000.0,10.3,56650000.00000001,12.0,Gravel,East,False,False,False,False,False
land,Changathali,Lalitpur,"Changathali, Lalitpur",2700000.0,6.2,16740000.0,12.0,Paved,South,False,False,False,False,False
land,Mulpani,Kathmandu,"Mulpani, Kathmandu",6000000.0,,,25.0,Pitched,East,False,False,False,False,False
land,Mulpani,Kathmandu,"Mulpani, Kathmandu",2000000.0,,,20.0,Gravel,North-East,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",2600000.0,,,12.0,Gravel,West,False,False,False,False,False
land,Godamchaur,Lalitpur,"Godamchaur, Lalitpur",1830000.0,4.2,7686000.0,20.0,Gravel,West,False,False,False,False,False
land,Bode,Bhaktapur,"Bode, Bhaktapur",,,,20.0,Paved,North,False,False,False,False,False
land,Sanothimi,Bhaktapur,"Sanothimi, Bhaktapur",4100000.0,3.1,12710000.0,13.0,Paved,South,False,False,False,False,False
land,Dhobighat,Lalitpur,"Dhobighat, Lalitpur",,,,12.0,Pitched,East,False,False,False,False,False
land,Dhungeadda,Kathmandu,"Dhungeadda, Kathmandu",3500000.0,,,12.0,Gravel,South,False,False,False,False,False
land,Jharuwarasi,Lalitpur,"Jharuwarasi, Lalitpur",1900000.0,4.1,7789999.999999999,16.0,Paved,South-East,False,False,False,False,False
land,Balambu,Kathmandu,"Balambu, Kathmandu",3100000.0,3.3,10230000.0,11.0,Pitched,East,False,False,False,False,False
land,Gatthaghar,Bhaktapur,"Gatthaghar, Bhaktapur",5600000.0,,,16.0,Pitched,South,False,False,False,False,False
land,Hattigauda,Kathmandu,"Hattigauda, Kathmandu",4500000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Dhapasi,Kathmandu,"Dhapasi, Kathmandu",3000000.0,3.2,9600000.0,13.0,Pitched,West,False,False,False,False,False
land,Lazimpat,Kathmandu,"Lazimpat, Kathmandu",6500000.0,5.2,33800000.0,13.0,Pitched,North,False,False,False,False,False
land,Purano Naikap,Kathmandu,"Purano Naikap, Kathmandu",2800000.0,5.2,14560000.0,13.0,Pitched,South,False,False,False,False,False
land,Naya Naikap,Kathmandu,"Naya Naikap, Kathmandu",4500000.0,3.3,14850000.0,13.0,Paved,South-East,False,False,False,False,False
land,Batar,Nuwakot,"Batar, Nuwakot",9000000.0,,,,,West,False,False,False,False,False
land,Kalanki,Kathmandu,"Kalanki, Kathmandu",3700000.0,,,13.0,Pitched,South,False,False,False,False,False
land,Sitapaila,Kathmandu,"Sitapaila, Kathmandu",4300000.0,3.1,13330000.0,13.0,Pitched,South-East,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3800000.0,4.2,15960000.0,14.0,Gravel,West,False,False,False,False,False
land,Sanagaun Lubhu,Lalitpur,"Sanagaun Lubhu, Lalitpur",3700000.0,9.3,34410000.0,12.0,Gravel,South,False,False,False,False,False
land,Tokha,Kathmandu,"Tokha, Kathmandu",3700000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Nil Barahi Mandir,Bhaktapur,"Nil Barahi Mandir, Bhaktapur",5200000.0,,,24.0,Gravel,East,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Sitapaila,Kathmandu,"Sitapaila, Kathmandu",4300000.0,4.2,18060000.0,16.0,Pitched,North-West,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",5000000.0,3.2,16000000.0,13.0,Pitched,East,False,False,False,False,False
land,Chapali,Kathmandu,"Chapali, Kathmandu",4500000.0,,,13.0,Gravel,North-East,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",4200000.0,8.2,34440000.0,13.0,Paved,West,False,False,False,False,False
land,Thimi,Bhaktapur,"Thimi, Bhaktapur",5500000.0,4.3,23650000.0,26.0,Pitched,North,False,False,False,False,False
land,Kapan,Kathmandu,"Kapan, Kathmandu",3500000.0,4.3,15050000.0,10.0,Gravel,South-West,False,False,False,False,False
land,Deuwa Chowk,Kathmandu,"Deuwa Chowk, Kathmandu",3700000.0,3.2,11840000.0,13.0,Paved,East,False,False,False,False,False
land,Hattigauda,Kathmandu,"Hattigauda, Kathmandu",3800000.0,4.2,15960000.0,12.0,Paved,North,False,False,False,False,False
land,Bhangal,Kathmandu,"Bhangal , Kathmandu",4200000.0,4.2,17640000.0,20.0,Paved,West,False,False,False,False,False
land,Chapali,Kathmandu,"Chapali, Kathmandu",4600000.0,,,20.0,Paved,North,False,False,False,False,False
land,Chapali,Kathmandu,"Chapali, Kathmandu",4800000.0,,,15.0,Gravel,South,False,False,False,False,False
land,Balkumari,Lalitpur,"Balkumari, Lalitpur",3500000.0,,,20.0,Pitched,East,False,False,False,False,False
land,Chobhar,Kathmandu,"Chobhar, Kathmandu",,,,20.0,Pitched,South-West,False,False,False,False,False
land,Ganesh Chowk,Kathmandu,"Ganesh Chowk, Kathmandu",,,,12.0,Paved,West,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3400000.0,3.2,10880000.0,13.0,Gravel,North,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3400000.0,4.1,13939999.999999998,13.0,Gravel,North,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",2800000.0,,,13.0,Paved,West,False,False,False,False,False
land,Sangla,Kathmandu,"Sangla, Kathmandu",2750000.0,,,,,South,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",5500000.0,,,14.0,Paved,East,False,False,False,False,False
land,Chhaling,Bhaktapur,"Chhaling, Bhaktapur",1000000.0,,,,Pitched,North-East,False,False,False,False,False
land,Pasikot,Kathmandu,"Pasikot, Kathmandu",4500000.0,,,20.0,Pitched,West,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",2600000.0,,,20.0,Gravel,North,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",2700000.0,,,20.0,Gravel,North,False,False,False,False,False
land,Nagdaha,Lalitpur,"Nagdaha, Lalitpur",3000000.0,,,16.0,Gravel,East,False,False,False,False,False
land,Changathali,Lalitpur,"Changathali, Lalitpur",3000000.0,,,16.0,Gravel,West,False,False,False,False,False
land,New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",7500000.0,5.1,38250000.0,22.0,Pitched,East,False,False,False,False,False
land,Dhumbarahi,Kathmandu,"Dhumbarahi, Kathmandu",7500000.0,4.2,31500000.0,13.0,Pitched,South,False,False,False,False,False
land,Sanothimi,Bhaktapur,"Sanothimi, Bhaktapur",5700000.0,,,22.0,Gravel,West,False,False,False,False,False
land,Lazimpat,Kathmandu,"Lazimpat, Kathmandu",7500000.0,,,13.0,Pitched,West,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",,,1200000000.0,72.0,Pitched,North-East,True,False,False,False,True
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",5000000.0,4.2,21000000.0,13.0,Pitched,East,False,False,False,False,False
land,Taulung,Kathmandu,"Taulung, Kathmandu",4500000.0,,,14.0,Paved,South,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",3800000.0,,,16.0,Paved,North,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",5500000.0,3.1,17050000.0,25.0,Paved,South,False,False,False,False,False
land,Old Baneshwor,Kathmandu,"Old Baneshwor, Kathmandu",,,,20.0,Pitched,South,False,False,False,False,False
land,Bafal,Kathmandu,"Bafal, Kathmandu",7500000.0,17.2,129000000.0,16.0,Pitched,South,False,False,False,False,False
land,Dhulikhel,Kavrepalanchok,"Dhulikhel, Kavrepalanchok",,,,42.0,Pitched,North-West,True,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",2600000.0,3.3,8580000.0,13.0,Paved,South,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",2800000.0,3.1,8680000.0,13.0,Paved,South,False,False,False,False,False
land,Bafal,Kathmandu,"Bafal, Kathmandu",5200000.0,,,,,East,False,False,False,False,False
land,Bafal,Kathmandu,"Bafal, Kathmandu",5500000.0,,,,,East,False,False,False,False,False
land,Chapali,Kathmandu,"Chapali, Kathmandu",5000000.0,,,20.0,Pitched,East,False,False,False,False,False
land,Dhapasi,Kathmandu,"Dhapasi, Kathmandu",5000000.0,6.3,31500000.0,22.0,Paved,East,False,False,False,False,False
land,Hepali Height,Kathmandu,"Hepali Height, Kathmandu",8500000.0,5.2,44200000.0,20.0,Paved,South,False,False,False,False,False
land,Bhangal,Kathmandu,"Bhangal , Kathmandu",4500000.0,,,13.0,Pitched,South,False,False,False,False,False
land,Kalyanpur,Chitwan,"Kalyanpur, Chitwan",,,5000000.0,,Pitched,East,False,False,False,False,False
land,Ganesh Chowk,Kathmandu,"Ganesh Chowk, Kathmandu",5500000.0,,,13.0,Paved,West,False,False,False,False,False
land,Special Chowk,Kathmandu,"Special Chowk, Kathmandu",5000000.0,4.1,20500000.0,12.0,Gravel,South,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4000000.0,,,,Pitched,East,False,False,False,False,False
land,Panauti,Kavrepalanchok,"Panauti, Kavrepalanchok",800000.0,,,20.0,Gravel,North,False,False,False,False,False
land,Damaitar,Lalitpur,"Damaitar, Lalitpur",,,,13.0,Gravel,North,False,False,False,False,False
land,Bhimdhunga,Kathmandu,"Bhimdhunga, Kathmandu",2000000.0,,,15.0,Pitched,North-East,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4500000.0,15.2,68400000.0,12.0,Pitched,South-West,False,False,False,False,False
land,Bhanimandal,Lalitpur,"Bhanimandal, Lalitpur",6800000.0,,,,,North,False,False,False,False,False
land,Dhapasi,Kathmandu,"Dhapasi, Kathmandu",6000000.0,,,20.0,Paved,South,False,False,False,False,False
land,Kalanki,Kathmandu,"Kalanki, Kathmandu",1046511.6279069768,4.3,4500000.0,,,West,False,False,False,False,False
land,Sanagaun Lubhu,Lalitpur,"Sanagaun Lubhu, Lalitpur",3100000.0,4.2,13020000.0,13.0,Gravel,South,False,False,False,False,False
land,Chapali,Kathmandu,"Chapali, Kathmandu",5000000.0,,,12.0,Pitched,North-East,False,False,False,False,False
land,Bhangal,Kathmandu,"Bhangal , Kathmandu",4800000.0,,,13.0,Pitched,South-East,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3800000.0,4.3,16340000.0,14.0,Gravel,West,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",3200000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Dhapasi,Kathmandu,"Dhapasi, Kathmandu",5200000.0,,,18.0,Pitched,South-East,False,False,False,False,False
land,Pasikot,Kathmandu,"Pasikot, Kathmandu",4100000.0,,,20.0,Pitched,South,False,False,False,False,False
land,Kapan,Kathmandu,"Kapan, Kathmandu",7000000.0,18.2,127400000.0,,Pitched,East,False,False,False,False,False
land,Chapali,Kathmandu,"Chapali, Kathmandu",12500000.0,,,,Pitched,East,False,False,False,False,False
land,Bhangal,Kathmandu,"Bhangal , Kathmandu",5000000.0,7.2,36000000.0,35.0,Pitched,West,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3700000.0,3.1,11470000.0,20.0,Gravel,West,False,False,False,False,False
land,Deuwa Niwas,Kathmandu,"Deuwa Niwas, Kathmandu",,,37200000.0,12.0,Paved,South,False,False,False,False,False
land,Chapali,Kathmandu,"Chapali, Kathmandu",4500000.0,,,13.0,Pitched,North,False,False,False,False,False
land,Chapali,Kathmandu,"Chapali, Kathmandu",,,22000000.0,13.0,Gravel,South,False,False,False,False,False
land,Thulobharyang,Kathmandu,"Thulobharyang, Kathmandu",,,,,,,False,False,False,False,False
land,Tokha,Kathmandu,"Tokha, Kathmandu",,,,13.0,Pitched,East,False,False,False,False,False
land,Sitapaila,Kathmandu,"Sitapaila, Kathmandu",4200000.0,4.3,18060000.0,20.0,Pitched,South,False,False,False,False,False
land,Balambu,Kathmandu,"Balambu, Kathmandu",3500000.0,,,20.0,Paved,South-West,False,False,False,False,False
land,Balambu,Kathmandu,"Balambu, Kathmandu",4000000.0,,,16.0,Pitched,East,False,False,False,False,False
land,Italitar,Kathmandu,"Italitar, Kathmandu",4700000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",6500000.0,,,25.0,Pitched,South,False,False,False,False,False
land,Battisputali,Kathmandu,"Battisputali, Kathmandu",7200000.0,,,13.0,Pitched,South-East,False,False,False,False,False
land,Tinkune,Kathmandu,"Tinkune, Kathmandu",7500000.0,,,20.0,Pitched,West,False,False,False,False,False
land,Sinamangal,Kathmandu,"Sinamangal, Kathmandu",14000000.0,,,26.0,Pitched,East,False,False,False,False,False
land,Thulobharyang,Kathmandu,"Thulobharyang, Kathmandu",,4.2,,15.0,Pitched,East,False,False,False,False,False
land,Deuwa Chowk,Kathmandu,"Deuwa Chowk, Kathmandu",5500000.0,,,20.0,Pitched,West,False,False,False,False,False
land,Hepali Height,Kathmandu,"Hepali Height, Kathmandu",4800000.0,4.3,20640000.0,12.0,Pitched,East,False,False,False,False,False
